base_model_name,suspect_model_name,num_pairs,avg_js_divergence,avg_prefix_match_rate,avg_lcs_ratio,avg_sig_overlap_rate,avg_text_score,bottom_k_vocab_size,per_pair_js_json
davanstrien/TinyLlama-1.1B-Chat-v1.0-intel-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.0006209824583493173,0.0,0.008675103712650317,0.0,0.002891701237550106,2000,"[0.0006788478931412101, 0.0006788478931412101, 0.0005491869524121284, 0.0005491869524121284, 0.0007543745450675488, 0.0007543745450675488, 0.00044358440209180117, 0.00044358440209180117, 0.0006789058679714799, 0.0006789311300963163]"
yzhuang/phi-1_5_fictional,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.45922973453998567,0.0,0.0,0.0,0.0,2000,"[0.4942212998867035, 0.4942212998867035, 0.38482412695884705, 0.38482412695884705, 0.6038341522216797, 0.6038341522216797, 0.4166984558105469, 0.4166984558105469, 0.3965705931186676, 0.39657068252563477]"
BOT365/my-tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.06965805478394031,0.0,0.0418390109612208,0.0,0.0139463369870736,2000,"[0.08833093196153641, 0.08833093196153641, 0.07639843225479126, 0.07639843225479126, 0.05408750846982002, 0.05408750846982002, 0.058235738426446915, 0.05823581665754318, 0.07123762369155884, 0.07123762369155884]"
09z/tinyllama-cleantech-lora,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.05882218182086944,0.0,0.0,0.0,0.0,2000,"[0.0700463131070137, 0.0700463131070137, 0.05806547403335571, 0.05806547403335571, 0.0657416433095932, 0.06574158370494843, 0.06023942679166794, 0.06023942679166794, 0.04001808166503906, 0.04001808166503906]"
09z/tinyllama-cleantech-lora-memo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.05218854323029518,0.0,0.09041848405039747,0.0,0.030139494683465825,2000,"[0.0230599083006382, 0.0230599083006382, 0.047482237219810486, 0.047482237219810486, 0.05014782398939133, 0.05014783516526222, 0.046936146914958954, 0.04693606123328209, 0.09331667423248291, 0.09331659972667694]"
yzhuang/TinyLlama-1.1B_fictional,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3610411912202835,0.0,0.06014008007494446,0.0,0.02004669335831482,2000,"[0.3194201588630676, 0.3194201588630676, 0.2911604344844818, 0.29116106033325195, 0.35260748863220215, 0.35260748863220215, 0.4120040535926819, 0.4120040535926819, 0.430013507604599, 0.430013507604599]"
alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.009794077184051276,0.0,0.05844135298335583,0.0,0.019480450994451944,2000,"[0.008897032588720322, 0.008897095918655396, 0.009209399111568928, 0.009209399111568928, 0.0091519420966506, 0.0091519420966506, 0.007361731957644224, 0.007361731957644224, 0.014350248500704765, 0.014350248500704765]"
alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA-2.5epr-R8-A16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.008604375645518303,0.0,0.053812605341699814,0.0,0.01793753511389994,2000,"[0.008064785972237587, 0.008064785972237587, 0.006226413417607546, 0.006226413417607546, 0.013411118648946285, 0.013411109335720539, 0.010497797280550003, 0.010497797280550003, 0.0048217675648629665, 0.0048217675648629665]"
andykcheng/colorist-v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.050369175523519515,0.0,0.12292727958027383,0.0,0.040975759860091276,2000,"[0.05359391123056412, 0.05359391123056412, 0.05014706403017044, 0.05014706403017044, 0.04739297926425934, 0.04739297926425934, 0.05536354333162308, 0.05536354333162308, 0.045348361134529114, 0.0453483983874321]"
ShieldX/manovyadh-1.1B-v1-chat,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.021237781271338463,0.0,0.012424925624351737,0.0,0.004141641874783913,2000,"[0.014877423644065857, 0.014877423644065857, 0.032626066356897354, 0.032626066356897354, 0.018088310956954956, 0.018088310956954956, 0.016196440905332565, 0.01619645208120346, 0.024400658905506134, 0.024400658905506134]"
SivaResearch/tinyllama-Siv-v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.30204383134841917,0.0,0.03587622149837134,0.0,0.011958740499457112,2000,"[0.172203928232193, 0.172203928232193, 0.4444247782230377, 0.4444248080253601, 0.38970768451690674, 0.3897077143192291, 0.24504044651985168, 0.24504044651985168, 0.2588422894477844, 0.2588422894477844]"
RedHatAI/TinyLlama-1.1B-Chat-v1.0-pruned2.4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3080492466688156,0.0,0.004020912547528517,0.0,0.0013403041825095056,2000,"[0.451678067445755, 0.4516780972480774, 0.3145560622215271, 0.3145560622215271, 0.3316355049610138, 0.3316355049610138, 0.2018195390701294, 0.2018195390701294, 0.24055704474449158, 0.24055704474449158]"
newbie-geek/tinyllama-v1-training,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.1504332885146141,0.0,0.015894039735099338,0.0,0.005298013245033113,2000,"[0.1807636320590973, 0.1807636171579361, 0.1393415629863739, 0.13934148848056793, 0.15106286108493805, 0.15106287598609924, 0.13983847200870514, 0.13983847200870514, 0.14115995168685913, 0.14115995168685913]"
jayeshvpatil/tinyllama-medqa-jp-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.033798443898558614,0.0,0.02799902283826685,0.0,0.009333007612755616,2000,"[0.03322930634021759, 0.03322930634021759, 0.02255422994494438, 0.02255422994494438, 0.030163723975419998, 0.030163723975419998, 0.04416498914361, 0.0441649928689003, 0.03887996822595596, 0.03887996822595596]"
Dter/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.06116950027644634,0.0,0.05812618896639188,0.0,0.019375396322130627,2000,"[0.058837663382291794, 0.058837659657001495, 0.06643159687519073, 0.06643159687519073, 0.045291490852832794, 0.045291490852832794, 0.08334296941757202, 0.08334296941757202, 0.05194378271698952, 0.05194378271698952]"
Thanasapon/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.06828231513500213,0.0,0.009013193360760391,0.0,0.0030043977869201304,2000,"[0.04393056780099869, 0.04393056035041809, 0.055889785289764404, 0.055889785289764404, 0.10318870842456818, 0.10318872332572937, 0.047780606895685196, 0.047780606895685196, 0.09062190353870392, 0.09062190353870392]"
newknp/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.05223297253251076,0.0,0.020065410938162435,0.0,0.006688470312720812,2000,"[0.0371958427131176, 0.0371958427131176, 0.05610865354537964, 0.05610865354537964, 0.03925731033086777, 0.03925728797912598, 0.047662753611803055, 0.047662753611803055, 0.08094031363725662, 0.08094031363725662]"
Kitsana/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.1229800596833229,0.0,0.044625553237536315,0.0,0.014875184412512106,2000,"[0.04824182391166687, 0.04824183136224747, 0.23428107798099518, 0.23428106307983398, 0.1515066921710968, 0.1515066921710968, 0.07154321670532227, 0.07154321670532227, 0.10932748019695282, 0.10932750254869461]"
LuckyTemmie/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.06062688566744327,0.0,0.06737634482750951,0.0,0.022458781609169837,2000,"[0.06444965302944183, 0.06444964557886124, 0.0314582996070385, 0.0314582884311676, 0.10156850516796112, 0.10156850516796112, 0.0639791339635849, 0.0639791339635849, 0.04167884588241577, 0.04167884588241577]"
Perasut/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.08639195263385772,0.0,0.07598269462594814,0.0,0.02532756487531605,2000,"[0.053079359233379364, 0.053079359233379364, 0.12432987242937088, 0.12432987242937088, 0.056212276220321655, 0.056212276220321655, 0.12760204076766968, 0.1276020109653473, 0.07073622941970825, 0.07073622941970825]"
Draon/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.08700121641159057,0.0,0.04723661714060197,0.0,0.015745539046867322,2000,"[0.10161256790161133, 0.10161256790161133, 0.06879767775535583, 0.06879767775535583, 0.09299102425575256, 0.09299102425575256, 0.10449785739183426, 0.10449785739183426, 0.0671069547533989, 0.0671069547533989]"
newbie-geek/tinyllama-v1-training-2.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.11838887184858322,0.0,0.09163087684500756,0.0,0.030543625615002522,2000,"[0.21222899854183197, 0.21222899854183197, 0.031592048704624176, 0.03159206360578537, 0.11359113454818726, 0.11359113454818726, 0.17265751957893372, 0.17265751957893372, 0.06187465041875839, 0.06187465041875839]"
newbie-geek/new-dot-comp-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.09142699167132377,0.0,0.0603539139792582,0.0,0.0201179713264194,2000,"[0.055345773696899414, 0.055345773696899414, 0.062169671058654785, 0.062169671058654785, 0.08252835273742676, 0.08252835273742676, 0.17214101552963257, 0.17214101552963257, 0.08495012670755386, 0.08495016396045685]"
newbie-geek/new-dot-comp-v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.08167137280106544,0.0,0.013500663423264041,0.0,0.004500221141088014,2000,"[0.08802732080221176, 0.08802732080221176, 0.07930774241685867, 0.07930774241685867, 0.08186206221580505, 0.08186206221580505, 0.05927416682243347, 0.05927416682243347, 0.09988556802272797, 0.09988557547330856]"
h4rz3rk4s3/TinyParlaMintLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.20745494961738586,0.0,0.0011544011544011544,0.0,0.0003848003848003848,2000,"[0.23585334420204163, 0.23585334420204163, 0.20854835212230682, 0.20854835212230682, 0.1927443891763687, 0.1927443891763687, 0.18020087480545044, 0.18020087480545044, 0.21992778778076172, 0.21992778778076172]"
quriousclick/new-dot-comp-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.11768966130912303,0.0,0.0,0.0,0.0,2000,"[0.14433741569519043, 0.14433741569519043, 0.11957063525915146, 0.11957063525915146, 0.06848351657390594, 0.06848351657390594, 0.20623725652694702, 0.20623725652694702, 0.049819465726614, 0.049819499254226685]"
h4rz3rk4s3/TinyNewsLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.18530181124806405,0.0,0.013914822591934528,0.0,0.0046382741973115095,2000,"[0.26177969574928284, 0.26177969574928284, 0.21305955946445465, 0.21305955946445465, 0.09821049124002457, 0.09821054339408875, 0.17184148728847504, 0.17184148728847504, 0.18161779642105103, 0.18161779642105103]"
quriousclick/tinyllama-v1-training,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.12915531694889068,0.0,0.03056616370535998,0.0,0.010188721235119992,2000,"[0.099214106798172, 0.099214106798172, 0.14654028415679932, 0.14654028415679932, 0.13962018489837646, 0.13962018489837646, 0.14672771096229553, 0.14672771096229553, 0.11367429792881012, 0.11367429792881012]"
Arjun098/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.0005013932648580521,0.0,0.010121624407338693,0.0,0.0033738748024462312,2000,"[0.0007802479667589068, 0.0007802479667589068, 0.00017659732839092612, 0.00017659732839092612, 0.0006246634293347597, 0.0006246776320040226, 0.0003932821855414659, 0.0003932821855414659, 0.0005321683129295707, 0.0005321683129295707]"
Arjun098/tinyllama-colorist-v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.0,0.0,0.06752902989092731,0.0,0.022509676630309103,2000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
HachiML/TinyLlama2-jp-122M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3189139723777771,0.0,0.05071283280665432,0.0,0.016904277602218108,2000,"[0.32708919048309326, 0.32708919048309326, 0.3639485836029053, 0.3639485836029053, 0.29779744148254395, 0.29779744148254395, 0.32169121503829956, 0.32169121503829956, 0.28404343128204346, 0.28404343128204346]"
HachiML/Bit-Llama2-jp-122M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.6928923487663269,0.0,0.0567943280946158,0.0,0.018931442698205268,2000,"[0.6926479339599609, 0.6926514506340027, 0.6928950548171997, 0.6928950548171997, 0.6931138634681702, 0.6931138634681702, 0.6928210258483887, 0.6928210258483887, 0.6929820775985718, 0.6929821372032166]"
HachiML/TinyLlama2-jp-122M-FlashAttention2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.27875150442123414,0.0,0.0,0.0,0.0,2000,"[0.2399788498878479, 0.2399788498878479, 0.2899737060070038, 0.2899737060070038, 0.2799634337425232, 0.2799634337425232, 0.275338739156723, 0.275338739156723, 0.30850279331207275, 0.30850279331207275]"
HachiML/Bit-Llama2-jp-123M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.40609256625175477,0.0,0.0,0.0,0.0,2000,"[0.5468409061431885, 0.5468409061431885, 0.4485290050506592, 0.4485290050506592, 0.4027654528617859, 0.4027654528617859, 0.2968934178352356, 0.2968934178352356, 0.33543404936790466, 0.33543404936790466]"
HachiML/Bit-Llama2-jp-123M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.6830873847007751,0.0,0.0,0.0,0.0,2000,"[0.682017982006073, 0.682017982006073, 0.6780560612678528, 0.6780560612678528, 0.6897783279418945, 0.6897783279418945, 0.6775306463241577, 0.6775306463241577, 0.6880539655685425, 0.6880538463592529]"
HachiML/Llama2-jp-123M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.31032709032297134,0.0,0.0050963684317305745,0.0,0.001698789477243525,2000,"[0.32284069061279297, 0.32284069061279297, 0.25909727811813354, 0.25909727811813354, 0.40443000197410583, 0.40443000197410583, 0.2461625635623932, 0.24616257846355438, 0.3191049098968506, 0.3191049098968506]"
h4rz3rk4s3/TinyPoliticaLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.21620329469442368,0.0,0.015901981230448385,0.0,0.005300660410149462,2000,"[0.1947331577539444, 0.1947331428527832, 0.1604565978050232, 0.1604565680027008, 0.18771196901798248, 0.18771205842494965, 0.24361783266067505, 0.24361783266067505, 0.29449689388275146, 0.29449689388275146]"
yzhuang/TinyLlama-1.1B_fictional_v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.30722276866436005,0.0,0.06121449149119488,0.0,0.02040483049706496,2000,"[0.589728832244873, 0.589728832244873, 0.19402767717838287, 0.19402767717838287, 0.1457919180393219, 0.1457919180393219, 0.28766167163848877, 0.28766167163848877, 0.31890374422073364, 0.31890374422073364]"
yzhuang/TinyLlama-1.1B_fictional_v3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3005801558494568,0.0,0.10068589463497415,0.0,0.03356196487832472,2000,"[0.31488358974456787, 0.31488358974456787, 0.3711816370487213, 0.3711816370487213, 0.18857938051223755, 0.18857938051223755, 0.28681132197380066, 0.28681132197380066, 0.34144484996795654, 0.34144484996795654]"
HachiML/myBit-Llama2-jp-127M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5169402956962585,0.0,0.0,0.0,0.0,2000,"[0.46040457487106323, 0.46040457487106323, 0.5502486824989319, 0.5502486824989319, 0.5328117609024048, 0.5328117609024048, 0.5140068531036377, 0.5140068531036377, 0.5272296071052551, 0.5272296071052551]"
HachiML/myBit-Llama2-jp-127M-test-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.42536807656288145,0.0,0.009396538117535644,0.0,0.0031321793725118813,2000,"[0.35688498616218567, 0.35688498616218567, 0.4444296360015869, 0.4444296360015869, 0.48233145475387573, 0.4823315143585205, 0.42454057931900024, 0.42454057931900024, 0.418653666973114, 0.4186537265777588]"
HachiML/myBit-Llama2-jp-127M-test-3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3999418646097183,0.0,0.10049279668010658,0.0,0.03349759889336886,2000,"[0.39480406045913696, 0.39480406045913696, 0.3996570110321045, 0.3996570110321045, 0.44455933570861816, 0.44455936551094055, 0.3835011124610901, 0.3835011124610901, 0.3771877884864807, 0.3771877884864807]"
HachiML/myBit-Llama2-jp-127M-test-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5475795567035675,0.0,0.019611992945326277,0.0,0.006537330981775426,2000,"[0.6115279197692871, 0.6115279197692871, 0.5695664882659912, 0.5695664882659912, 0.5066207051277161, 0.5066207051277161, 0.5256694555282593, 0.5256693959236145, 0.5245132446289062, 0.5245132446289062]"
HachiML/myBit-Llama2-jp-127M-test-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.37084600925445554,0.0,0.0,0.0,0.0,2000,"[0.33835864067077637, 0.33835864067077637, 0.3088635802268982, 0.3088635802268982, 0.35257527232170105, 0.35257527232170105, 0.41054630279541016, 0.41054630279541016, 0.44388628005981445, 0.4438862204551697]"
HachiML/myBit-Llama2-jp-127M-test-6,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.399101185798645,0.0,0.0,0.0,0.0,2000,"[0.31367334723472595, 0.31367334723472595, 0.2689412236213684, 0.2689412236213684, 0.4208177924156189, 0.4208177924156189, 0.551085352897644, 0.551085352897644, 0.4409882128238678, 0.4409882128238678]"
HachiML/myBit-Llama2-jp-127M-test-7,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4751058042049408,0.0,0.0,0.0,0.0,2000,"[0.4943171739578247, 0.4943171739578247, 0.4474944770336151, 0.4474944770336151, 0.2915329933166504, 0.2915329933166504, 0.4951486587524414, 0.4951486587524414, 0.6470357179641724, 0.6470357179641724]"
HachiML/myBit-Llama2-jp-127M-test-8,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4243618488311768,0.0,0.0,0.0,0.0,2000,"[0.36217159032821655, 0.36217159032821655, 0.6309626698493958, 0.6309626698493958, 0.360798716545105, 0.360798716545105, 0.3669428825378418, 0.3669428825378418, 0.4009333848953247, 0.4009333848953247]"
HachiML/myBit-Llama2-jp-127M-test-9,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.6926907181739808,0.0,0.0035714285714285713,0.0,0.0011904761904761904,2000,"[0.6924228668212891, 0.6924228668212891, 0.6922920346260071, 0.6922920346260071, 0.6926695704460144, 0.6926695704460144, 0.6930146813392639, 0.6930146813392639, 0.6930544376373291, 0.6930544376373291]"
frankenmerger/MiniLlama-1.8b-Chat-v0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.1361149311065674,0.0,0.08510903552525514,0.0,0.028369678508418383,2000,"[0.056626975536346436, 0.056626975536346436, 0.19366511702537537, 0.19366514682769775, 0.21027185022830963, 0.21027185022830963, 0.05220314860343933, 0.05220314860343933, 0.16780754923820496, 0.16780754923820496]"
legionlm/orcamath-tinyllama-1.1B-v1-chat,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.33664137721061704,0.0,0.07222579938519717,0.0,0.02407526646173239,2000,"[0.3429526388645172, 0.3429526388645172, 0.3088088631629944, 0.3088088631629944, 0.5330660343170166, 0.5330660343170166, 0.2613966464996338, 0.2613966464996338, 0.23698270320892334, 0.23698270320892334]"
reeddg/tiny_sum_04-06-03-43-50,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.08559631705284118,0.0,0.0681587508132726,0.0,0.022719583604424203,2000,"[0.11144228279590607, 0.11144225299358368, 0.09550759941339493, 0.09550759941339493, 0.08233389258384705, 0.08233389258384705, 0.07390562444925308, 0.07390562444925308, 0.064792200922966, 0.064792200922966]"
reeddg/tiny_sum_04-06-13-46-01,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.05638427473604679,0.0,0.07785290982315078,0.0,0.02595096994105026,2000,"[0.05555101856589317, 0.05555101856589317, 0.03626198694109917, 0.03626196086406708, 0.0428788959980011, 0.0428788959980011, 0.06709197163581848, 0.06709198653697968, 0.08013750612735748, 0.08013750612735748]"
as-cle-bert/tiny-fungal-llama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.26127583235502244,0.0,0.10052638703899267,0.0,0.03350879567966422,2000,"[0.20885759592056274, 0.20885759592056274, 0.3314250111579895, 0.3314250111579895, 0.16146472096443176, 0.16146472096443176, 0.1255449503660202, 0.1255449652671814, 0.47908687591552734, 0.47908687591552734]"
xshubhamx/tiny-llama-lora,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.02799173928797245,0.0,0.004292278947634197,0.0,0.001430759649211399,2000,"[0.012028295546770096, 0.012028295546770096, 0.01571360044181347, 0.01571360044181347, 0.04365173727273941, 0.04365173727273941, 0.04045497626066208, 0.04045497626066208, 0.028110086917877197, 0.028110086917877197]"
xshubhamx/tiny-llama-lora-no-grad,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.05897010378539562,0.0,0.043119923255287046,0.0,0.014373307751762349,2000,"[0.028722787275910378, 0.028722787275910378, 0.09452114999294281, 0.09452114999294281, 0.049866028130054474, 0.049866050481796265, 0.07287172228097916, 0.07287172228097916, 0.0488688200712204, 0.0488688200712204]"
j2moreno/TinyLlama-1.1B-Chat-v1.0-leo-finetuned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.009261184372007847,0.0,0.19346828000575128,0.0,0.06448942666858376,2000,"[0.007459128275513649, 0.007459128275513649, 0.00799635797739029, 0.00799635797739029, 0.014816594310104847, 0.014816630631685257, 0.010989043861627579, 0.010989043861627579, 0.005044779274612665, 0.005044779274612665]"
NeverLearn/TinyLlama-1.1B-Chat-v1.0-wikitext2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.021563616022467612,0.0,0.03142857142857143,0.0,0.010476190476190477,2000,"[0.016334280371665955, 0.016334280371665955, 0.020105848088860512, 0.020105848088860512, 0.03291383385658264, 0.03291383385658264, 0.018187133595347404, 0.018187133595347404, 0.020276984199881554, 0.020276984199881554]"
xshubhamx/tiny-llama-lora-new,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.06422622054815293,0.0,0.032207792207792206,0.0,0.010735930735930736,2000,"[0.09081712365150452, 0.09081712365150452, 0.03835633769631386, 0.03835633769631386, 0.0760890394449234, 0.07608908414840698, 0.04979212209582329, 0.04979212209582329, 0.06607645750045776, 0.06607645750045776]"
reeddg/tiny_sum_04-20-21-09-19,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.12053271383047104,0.0,0.035117017211149404,0.0,0.011705672403716469,2000,"[0.08519198000431061, 0.08519198000431061, 0.08936209231615067, 0.08936210721731186, 0.12094516307115555, 0.12094516307115555, 0.12836673855781555, 0.12836667895317078, 0.1787976175546646, 0.1787976175546646]"
raidhon/coven_tiny_1.1b_32k_orpo_alpha,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.1864511951804161,0.0,0.007646229739252995,0.0,0.002548743246417665,2000,"[0.1980561912059784, 0.1980561912059784, 0.12150057405233383, 0.12150057405233383, 0.1311347782611847, 0.1311347782611847, 0.33393943309783936, 0.33393943309783936, 0.14762499928474426, 0.14762499928474426]"
Ahmedelmorshidy/influra_chatbot,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.17387650087475776,0.0,0.03901232215342814,0.0,0.013004107384476047,2000,"[0.20654472708702087, 0.20654472708702087, 0.18562912940979004, 0.18562912940979004, 0.2166140079498291, 0.2166140079498291, 0.1998017132282257, 0.1998017132282257, 0.06079292669892311, 0.06079292669892311]"
anudaw/full_finetuned-code-tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.10938348397612571,0.0,0.0016666666666666666,0.0,0.0005555555555555556,2000,"[0.08138084411621094, 0.08138084411621094, 0.12611238658428192, 0.12611238658428192, 0.090361587703228, 0.090361587703228, 0.2178763747215271, 0.2178763747215271, 0.03118622675538063, 0.03118622675538063]"
